iso3c	country	description	value	units	year	source
MCO	Monaco	waste_treatment_incineration_percent	85.0	Percent	2013	World Bank
MCO	Monaco	waste_treatment_recycling_percent	5.4	Percent	2012	World Bank
MCO	Monaco	waste_treatment_unaccounted_for_percent	9.6	Percent		World Bank
MDA	Moldova, Republic of	waste_treatment_open_dump_percent	35.08	Percent	2015	World Bank
MDA	Moldova, Republic of	waste_treatment_recycling_percent	15.32	Percent	2015	World Bank
MDA	Moldova, Republic of	waste_treatment_unaccounted_for_percent	49.6	Percent		World Bank
MDG	Madagascar	waste_treatment_compost_percent	3.5	Percent	2007	World Bank
MDG	Madagascar	waste_treatment_open_dump_percent	96.7	Percent	2007	World Bank
MDV	Maldives	waste_treatment_compost_percent	7.0	Percent	2016	World Bank
MDV	Maldives	waste_treatment_incineration_percent	6.0	Percent	2016	World Bank
MDV	Maldives	waste_treatment_other_percent	24.0	Percent	2016	World Bank
MDV	Maldives	waste_treatment_waterways_marine_percent	63.0	Percent	2016	World Bank
MEX	Mexico	waste_treatment_open_dump_percent	21.0	Percent	2013	World Bank
MEX	Mexico	waste_treatment_recycling_percent	5.0	Percent	2013	World Bank
MEX	Mexico	waste_treatment_sanitary_landfill_landfill_gas_system_percent	74.5	Percent	2013	World Bank
MHL	Marshall Islands	waste_treatment_compost_percent	6.0	Percent	2007	World Bank
MHL	Marshall Islands	waste_treatment_recycling_percent	30.8	Percent	2007	World Bank
MHL	Marshall Islands	waste_treatment_unaccounted_for_percent	63.2	Percent		World Bank
MKD	North Macedonia	waste_treatment_compost_percent	0.1	Percent	2013	World Bank
MKD	North Macedonia	waste_treatment_landfill_unspecified_percent	99.72	Percent	2013	World Bank
MKD	North Macedonia	waste_treatment_recycling_percent	0.18	Percent	2013	World Bank
MLT	Malta	waste_treatment_incineration_percent	0.37	Percent	2015	World Bank
MLT	Malta	waste_treatment_recycling_percent	6.69	Percent	2015	World Bank
MLT	Malta	waste_treatment_sanitary_landfill_landfill_gas_system_percent	89.59	Percent	2015	World Bank
MLT	Malta	waste_treatment_unaccounted_for_percent	3.35	Percent	2015	World Bank
MMR	Myanmar	waste_treatment_other_percent	8.0	Percent	2010	World Bank
MMR	Myanmar	waste_treatment_unaccounted_for_percent	92.0	Percent		World Bank
MNE	Montenegro	waste_treatment_open_dump_percent	91.57	Percent	2016	World Bank
MNE	Montenegro	waste_treatment_recycling_percent	5.42	Percent	2015	World Bank
MNE	Montenegro	waste_treatment_unaccounted_for_percent	3.01	Percent	2015	World Bank
MNG	Mongolia	waste_treatment_open_dump_percent	93.5	Percent	2016	World Bank
MNG	Mongolia	waste_treatment_unaccounted_for_percent	6.5	Percent		World Bank
MNP	Northern Mariana Islands	waste_treatment_recycling_percent	36.0	Percent	2016	World Bank
MNP	Northern Mariana Islands	waste_treatment_unaccounted_for_percent	64.0	Percent		World Bank
MOZ	Mozambique	waste_treatment_open_dump_percent	99.0	Percent	2014	World Bank
MOZ	Mozambique	waste_treatment_recycling_percent	1.0	Percent	2014	World Bank
MRT	Mauritania	waste_treatment_controlled_landfill_percent	37.3	Percent	2009	World Bank
MRT	Mauritania	waste_treatment_open_dump_percent	54.7	Percent	2009	World Bank
MRT	Mauritania	waste_treatment_recycling_percent	8.0	Percent	2009	World Bank
MUS	Mauritius	waste_treatment_compost_percent	9.0	Percent	2012	World Bank
MUS	Mauritius	waste_treatment_sanitary_landfill_landfill_gas_system_percent	91.0	Percent	2012	World Bank
MYS	Malaysia	waste_treatment_compost_percent	1.0	Percent	2017	World Bank
MYS	Malaysia	waste_treatment_landfill_unspecified_percent	71.5	Percent	2017	World Bank
MYS	Malaysia	waste_treatment_recycling_percent	17.5	Percent	2016	World Bank
MYS	Malaysia	waste_treatment_sanitary_landfill_landfill_gas_system_percent	10.0	Percent	2017	World Bank
NAM	Namibia	waste_treatment_recycling_percent	4.5	Percent	2005	World Bank
NAM	Namibia	waste_treatment_unaccounted_for_percent	95.5	Percent		World Bank
NER	Niger	waste_treatment_open_dump_percent	64.0	Percent	2005	World Bank
NER	Niger	waste_treatment_other_percent	12.0	Percent	2005	World Bank
NER	Niger	waste_treatment_recycling_percent	4.0	Percent	2005	World Bank
NER	Niger	waste_treatment_unaccounted_for_percent	20.0	Percent	2005	World Bank
NGA	Nigeria	waste_treatment_landfill_unspecified_percent	40.0	Percent	1995	World Bank
NGA	Nigeria	waste_treatment_other_percent	60.0	Percent	2000	World Bank
NIC	Nicaragua	waste_treatment_landfill_unspecified_percent	19.6	Percent	2010	World Bank
NIC	Nicaragua	waste_treatment_open_dump_percent	59.3	Percent	2010	World Bank
NIC	Nicaragua	waste_treatment_other_percent	21.1	Percent	2010	World Bank
NLD	Netherlands	waste_treatment_compost_percent	27.1	Percent	2015	World Bank
NLD	Netherlands	waste_treatment_incineration_percent	47.369	Percent	2015	World Bank
NLD	Netherlands	waste_treatment_landfill_unspecified_percent	1.412	Percent	2015	World Bank
NLD	Netherlands	waste_treatment_recycling_percent	24.61	Percent	2015	World Bank
NOR	Norway	waste_treatment_compost_percent	16.69	Percent	2015	World Bank
NOR	Norway	waste_treatment_incineration_percent	52.35	Percent	2015	World Bank
NOR	Norway	waste_treatment_recycling_percent	26.16	Percent	2015	World Bank
NOR	Norway	waste_treatment_sanitary_landfill_landfill_gas_system_percent	3.38	Percent	2015	World Bank
NOR	Norway	waste_treatment_unaccounted_for_percent	1.42	Percent		World Bank
NPL	Nepal	waste_treatment_compost_percent	2.87	Percent	2013	World Bank
NPL	Nepal	waste_treatment_landfill_unspecified_percent	37.0	Percent	2013	World Bank
NPL	Nepal	waste_treatment_unaccounted_for_percent	60.13	Percent	2013	World Bank
NZL	New Zealand	waste_treatment_landfill_unspecified_percent	100.0	Percent	2015	World Bank
OMN	Oman	waste_treatment_controlled_landfill_percent	0.01	Percent	2017	World Bank
OMN	Oman	waste_treatment_open_dump_percent	99.99	Percent	2017	World Bank
PAK	Pakistan	waste_treatment_compost_percent	2.0	Percent	2017	World Bank
PAK	Pakistan	waste_treatment_landfill_unspecified_percent	40.0	Percent	2017	World Bank
PAK	Pakistan	waste_treatment_open_dump_percent	50.0	Percent	2017	World Bank
PAK	Pakistan	waste_treatment_recycling_percent	8.0	Percent	2017	World Bank
PAN	Panama	waste_treatment_controlled_landfill_percent	16.0	Percent	2010	World Bank
PAN	Panama	waste_treatment_open_dump_percent	23.4	Percent	2010	World Bank
PAN	Panama	waste_treatment_other_percent	18.9	Percent	2010	World Bank
PAN	Panama	waste_treatment_sanitary_landfill_landfill_gas_system_percent	41.7	Percent	2010	World Bank
PER	Peru	waste_treatment_controlled_landfill_percent	15.58	Percent	2014	World Bank
PER	Peru	waste_treatment_open_dump_percent	56.39	Percent	2014	World Bank
PER	Peru	waste_treatment_recycling_percent	4.0	Percent	2012	World Bank
PER	Peru	waste_treatment_sanitary_landfill_landfill_gas_system_percent	24.03	Percent	2014	World Bank
PHL	Philippines	waste_treatment_recycling_percent	28.0	Percent	2014	World Bank
PHL	Philippines	waste_treatment_unaccounted_for_percent	72.0	Percent		World Bank
PNG	Papua New Guinea	waste_treatment_controlled_landfill_percent	62.0	Percent	2016	World Bank
PNG	Papua New Guinea	waste_treatment_other_percent	37.0	Percent	2014	World Bank
PNG	Papua New Guinea	waste_treatment_recycling_percent	2.0	Percent	2016	World Bank
POL	Poland	waste_treatment_compost_percent	16.11	Percent	2015	World Bank
POL	Poland	waste_treatment_incineration_percent	13.24	Percent	2015	World Bank
POL	Poland	waste_treatment_landfill_unspecified_percent	44.26	Percent	2015	World Bank
POL	Poland	waste_treatment_recycling_percent	26.39	Percent	2015	World Bank
PRI	Puerto Rico	waste_treatment_landfill_unspecified_percent	66.5	Percent	2007	World Bank
PRI	Puerto Rico	waste_treatment_recycling_percent	14.0	Percent	2013	World Bank
PRI	Puerto Rico	waste_treatment_unaccounted_for_percent	19.5	Percent		World Bank
PRT	Portugal	waste_treatment_compost_percent	14.12	Percent	2014	World Bank
PRT	Portugal	waste_treatment_incineration_percent	20.68	Percent	2014	World Bank
PRT	Portugal	waste_treatment_landfill_unspecified_percent	48.97	Percent	2014	World Bank
PRT	Portugal	waste_treatment_recycling_percent	16.23	Percent	2014	World Bank
PRY	Paraguay	waste_treatment_controlled_landfill_percent	40.2	Percent	2010	World Bank
PRY	Paraguay	waste_treatment_open_dump_percent	23.4	Percent	2010	World Bank
PRY	Paraguay	waste_treatment_sanitary_landfill_landfill_gas_system_percent	36.4	Percent	2010	World Bank
PSE	Palestine, State of	waste_treatment_compost_percent	0.5	Percent	2013	World Bank
PSE	Palestine, State of	waste_treatment_controlled_landfill_percent	33.0	Percent	2013	World Bank
PSE	Palestine, State of	waste_treatment_open_dump_percent	67.0	Percent	2013	World Bank
PSE	Palestine, State of	waste_treatment_recycling_percent	0.5	Percent	2013	World Bank
PYF	French Polynesia	waste_treatment_recycling_percent	39.0	Percent	2013	World Bank
PYF	French Polynesia	waste_treatment_unaccounted_for_percent	61.0	Percent		World Bank
QAT	Qatar	waste_treatment_incineration_percent	4.0	Percent	2014	World Bank
QAT	Qatar	waste_treatment_landfill_unspecified_percent	93.0	Percent	2014	World Bank
QAT	Qatar	waste_treatment_recycling_percent	3.0	Percent	2014	World Bank
ROU	Romania	waste_treatment_compost_percent	7.46	Percent	2015	World Bank
ROU	Romania	waste_treatment_incineration_percent	2.37	Percent	2015	World Bank
ROU	Romania	waste_treatment_landfill_unspecified_percent	71.96	Percent	2015	World Bank
ROU	Romania	waste_treatment_recycling_percent	5.67	Percent	2015	World Bank
ROU	Romania	waste_treatment_unaccounted_for_percent	12.54	Percent	2015	World Bank
RUS	Russian Federation	waste_treatment_open_dump_percent	95.0	Percent	2012	World Bank
RUS	Russian Federation	waste_treatment_recycling_percent	4.5	Percent	2012	World Bank
RUS	Russian Federation	waste_treatment_unaccounted_for_percent	0.5	Percent		World Bank
SAU	Saudi Arabia	waste_treatment_controlled_landfill_percent	85.0	Percent	2015	World Bank
SAU	Saudi Arabia	waste_treatment_recycling_percent	15.0	Percent	2015	World Bank
SDN	Sudan	waste_treatment_landfill_unspecified_percent	82.0	Percent	2003	World Bank
SDN	Sudan	waste_treatment_other_percent	18.0	Percent	2003	World Bank
SEN	Senegal	waste_treatment_controlled_landfill_percent	5.1	Percent	2014	World Bank
SEN	Senegal	waste_treatment_open_dump_percent	43.8	Percent	2014	World Bank
SEN	Senegal	waste_treatment_other_percent	4.7	Percent	2016	World Bank
SEN	Senegal	waste_treatment_unaccounted_for_percent	46.39999999999999	Percent		World Bank
SGP	Singapore	waste_treatment_incineration_percent	37.0	Percent	2015	World Bank
SGP	Singapore	waste_treatment_landfill_unspecified_percent	2.0	Percent	2015	World Bank
SGP	Singapore	waste_treatment_recycling_percent	61.0	Percent	2015	World Bank
SLB	Solomon Islands	waste_treatment_unaccounted_for_percent	19.0	Percent	2015	World Bank
SLB	Solomon Islands	waste_treatment_waterways_marine_percent	81.0	Percent	2015	World Bank
SLV	El Salvador	waste_treatment_open_dump_percent	13.8	Percent	2010	World Bank
SLV	El Salvador	waste_treatment_other_percent	7.9	Percent	2010	World Bank
SLV	El Salvador	waste_treatment_sanitary_landfill_landfill_gas_system_percent	78.2	Percent	2010	World Bank
SLV	El Salvador	waste_treatment_unaccounted_for_percent	0.1	Percent		World Bank
SMR	San Marino	waste_treatment_recycling_percent	45.05	Percent	2016	World Bank
SMR	San Marino	waste_treatment_unaccounted_for_percent	54.95	Percent		World Bank
SRB	Serbia	waste_treatment_landfill_unspecified_percent	73.91	Percent	2015	World Bank
SRB	Serbia	waste_treatment_recycling_percent	0.76	Percent	2015	World Bank
SRB	Serbia	waste_treatment_unaccounted_for_percent	25.33	Percent	2015	World Bank
SUR	Suriname	waste_treatment_open_dump_percent	63.0	Percent	2013	World Bank
SUR	Suriname	waste_treatment_unaccounted_for_percent	37.0	Percent		World Bank
SVK	Slovakia	waste_treatment_compost_percent	7.29	Percent	2015	World Bank
SVK	Slovakia	waste_treatment_incineration_percent	10.71	Percent	2015	World Bank
SVK	Slovakia	waste_treatment_landfill_unspecified_percent	68.72	Percent	2015	World Bank
SVK	Slovakia	waste_treatment_recycling_percent	7.62	Percent	2015	World Bank
SVK	Slovakia	waste_treatment_unaccounted_for_percent	5.66	Percent	2015	World Bank
SVN	Slovenia	waste_treatment_compost_percent	7.67	Percent	2015	World Bank
SVN	Slovenia	waste_treatment_incineration_percent	17.06	Percent	2015	World Bank
SVN	Slovenia	waste_treatment_landfill_unspecified_percent	22.68	Percent	2015	World Bank
SVN	Slovenia	waste_treatment_recycling_percent	46.44	Percent	2015	World Bank
SVN	Slovenia	waste_treatment_unaccounted_for_percent	6.15	Percent	2015	World Bank
SWE	Sweden	waste_treatment_compost_percent	15.63	Percent	2015	World Bank
SWE	Sweden	waste_treatment_incineration_percent	51.2	Percent	2015	World Bank
SWE	Sweden	waste_treatment_landfill_unspecified_percent	0.8	Percent	2015	World Bank
SWE	Sweden	waste_treatment_recycling_percent	32.37	Percent	2015	World Bank
SYR	Syrian Arab Republic	waste_treatment_compost_percent	1.5	Percent	2010	World Bank
SYR	Syrian Arab Republic	waste_treatment_landfill_unspecified_percent	20.0	Percent	2010	World Bank
SYR	Syrian Arab Republic	waste_treatment_open_dump_percent	80.0	Percent	2010	World Bank
SYR	Syrian Arab Republic	waste_treatment_recycling_percent	2.5	Percent	2010	World Bank
TGO	Togo	waste_treatment_compost_percent	1.8	Percent	2012	World Bank
TGO	Togo	waste_treatment_open_dump_percent	96.2	Percent	2014	World Bank
TGO	Togo	waste_treatment_recycling_percent	2.0	Percent	2012	World Bank
THA	Thailand	waste_treatment_incineration_percent	0.4	Percent	2012	World Bank
THA	Thailand	waste_treatment_landfill_unspecified_percent	27.0	Percent	2012	World Bank
THA	Thailand	waste_treatment_open_dump_percent	53.5	Percent	2012	World Bank
THA	Thailand	waste_treatment_recycling_percent	19.1	Percent	2012	World Bank
TJK	Tajikistan	waste_treatment_open_dump_percent	100.0	Percent	2015	World Bank
TKM	Turkmenistan	waste_treatment_landfill_unspecified_percent	100.0	Percent	2013	World Bank
TON	Tonga	waste_treatment_landfill_unspecified_percent	40.0	Percent	2012	World Bank
TON	Tonga	waste_treatment_unaccounted_for_percent	60.0	Percent		World Bank
TTO	Trinidad and Tobago	waste_treatment_compost_percent	0.8	Percent	2011	World Bank
TTO	Trinidad and Tobago	waste_treatment_controlled_landfill_percent	12.0	Percent	2011	World Bank
TTO	Trinidad and Tobago	waste_treatment_open_dump_percent	84.0	Percent	2011	World Bank
TTO	Trinidad and Tobago	waste_treatment_unaccounted_for_percent	3.200000000000003	Percent	2011	World Bank
TUN	Tunisia	waste_treatment_compost_percent	5.0	Percent	2014	World Bank
TUN	Tunisia	waste_treatment_landfill_unspecified_percent	70.0	Percent	2014	World Bank
TUN	Tunisia	waste_treatment_open_dump_percent	21.0	Percent	2014	World Bank
TUN	Tunisia	waste_treatment_recycling_percent	4.0	Percent	2014	World Bank
TUR	Turkey	waste_treatment_compost_percent	1.0	Percent	2015	World Bank
TUR	Turkey	waste_treatment_open_dump_percent	44.0	Percent	2015	World Bank
TUR	Turkey	waste_treatment_sanitary_landfill_landfill_gas_system_percent	54.0	Percent	2015	World Bank
TUR	Turkey	waste_treatment_unaccounted_for_percent	1.0	Percent	2015	World Bank
TUV	Tuvalu	waste_treatment_open_dump_percent	14.5	Percent	2013	World Bank
TUV	Tuvalu	waste_treatment_recycling_percent	15.0	Percent	2013	World Bank
TUV	Tuvalu	waste_treatment_unaccounted_for_percent	70.5	Percent		World Bank
TWN	Taiwan, Province of China	waste_treatment_incineration_percent	64.2	Percent	2002	World Bank
TWN	Taiwan, Province of China	waste_treatment_landfill_unspecified_percent	34.8	Percent	2002	World Bank
TWN	Taiwan, Province of China	waste_treatment_other_percent	1.0	Percent	2002	World Bank
TZA	Tanzania, United Republic of	waste_treatment_open_dump_percent	69.0	Percent	2012	World Bank
TZA	Tanzania, United Republic of	waste_treatment_other_percent	22.6	Percent	2012	World Bank
TZA	Tanzania, United Republic of	waste_treatment_unaccounted_for_percent	8.5	Percent	2012	World Bank
UGA	Uganda	waste_treatment_open_dump_percent	87.0	Percent	2017	World Bank
UGA	Uganda	waste_treatment_recycling_percent	6.0	Percent	2017	World Bank
UGA	Uganda	waste_treatment_sanitary_landfill_landfill_gas_system_percent	7.0	Percent	2017	World Bank
UKR	Ukraine	waste_treatment_incineration_percent	2.73	Percent	2015	World Bank
UKR	Ukraine	waste_treatment_landfill_unspecified_percent	94.07	Percent	2015	World Bank
UKR	Ukraine	waste_treatment_recycling_percent	3.2	Percent	2015	World Bank
URY	Uruguay	waste_treatment_controlled_landfill_percent	61.7	Percent	2013	World Bank
URY	Uruguay	waste_treatment_open_dump_percent	17.5	Percent	2013	World Bank
URY	Uruguay	waste_treatment_recycling_percent	8.0	Percent	2011	World Bank
URY	Uruguay	waste_treatment_sanitary_landfill_landfill_gas_system_percent	10.5	Percent	2013	World Bank
URY	Uruguay	waste_treatment_unaccounted_for_percent	2.3	Percent		World Bank
USA	United States of America	waste_treatment_incineration_percent	12.8	Percent	2014	World Bank
USA	United States of America	waste_treatment_landfill_unspecified_percent	52.6	Percent	2014	World Bank
USA	United States of America	waste_treatment_recycling_percent	34.6	Percent	2014	World Bank
UZB	Uzbekistan	waste_treatment_open_dump_percent	60.0	Percent	2011	World Bank
UZB	Uzbekistan	waste_treatment_unaccounted_for_percent	40.0	Percent		World Bank
VCT	Saint Vincent and the Grenadines	waste_treatment_compost_percent	0.09	Percent	2012	World Bank
VCT	Saint Vincent and the Grenadines	waste_treatment_landfill_unspecified_percent	99.91	Percent	2012	World Bank
VCT	Saint Vincent and the Grenadines	waste_treatment_other_percent	3.6	Percent	2002	World Bank
VGB	Virgin Islands (British)	waste_treatment_incineration_percent	80.3	Percent	2005	World Bank
VGB	Virgin Islands (British)	waste_treatment_unaccounted_for_percent	19.7	Percent		World Bank
VNM	Viet Nam	waste_treatment_compost_percent	15.0	Percent	2013	World Bank
